rank,number,frequencyCount,recentCount,currentDelay,F_i,D_i,T_i,C_i,Score_i
248,014,13,0,132,0.01831,0.438538,0.095745,0.169231,0.15577
249,530,12,1,13,0.016901,0.043189,0.339761,0.2,0.155636
250,274,9,0,97,0.012676,0.322259,0.12766,0.244444,0.155441
251,061,11,1,15,0.015493,0.049834,0.347739,0.181818,0.1553
252,998,11,1,15,0.015493,0.049834,0.347739,0.181818,0.1553
253,937,12,1,2,0.016901,0.006645,0.339761,0.233333,0.154994
254,299,12,1,12,0.016901,0.039867,0.339761,0.2,0.154972
255,337,12,1,22,0.016901,0.07309,0.339761,0.166667,0.15495
256,507,15,1,20,0.021127,0.066445,0.315824,0.2,0.154374
257,100,12,1,1,0.016901,0.003322,0.339761,0.233333,0.15433
258,686,11,1,8,0.015493,0.026578,0.347739,0.2,0.154285
259,842,11,1,13,0.015493,0.043189,0.347739,0.181818,0.153971
260,031,13,1,18,0.01831,0.059801,0.331782,0.184615,0.153911
261,681,13,1,18,0.01831,0.059801,0.331782,0.184615,0.153911
262,001,13,0,115,0.01831,0.38206,0.095745,0.215385,0.153705
263,495,15,1,23,0.021127,0.076412,0.315824,0.186667,0.153701
264,546,12,1,5,0.016901,0.016611,0.339761,0.216667,0.153654
265,512,12,1,10,0.016901,0.033223,0.339761,0.2,0.153643
266,407,10,1,4,0.014085,0.013289,0.355718,0.2,0.153599
267,584,15,0,129,0.021127,0.428571,0.079787,0.186667,0.153322
268,365,13,1,17,0.01831,0.056478,0.331782,0.184615,0.153246
269,741,13,1,17,0.01831,0.056478,0.331782,0.184615,0.153246
270,293,11,0,113,0.015493,0.375415,0.111702,0.2,0.153242
271,443,12,0,126,0.016901,0.418605,0.103723,0.166667,0.153242
272,252,8,0,89,0.011268,0.295681,0.135638,0.25,0.153208
273,606,8,0,89,0.011268,0.295681,0.135638,0.25,0.153208
274,261,5,0,71,0.007042,0.23588,0.159574,0.28,0.153161
275,709,12,1,14,0.016901,0.046512,0.339761,0.183333,0.152968
276,750,12,1,14,0.016901,0.046512,0.339761,0.183333,0.152968
277,910,11,1,6,0.015493,0.019934,0.347739,0.2,0.152956
278,092,14,0,130,0.019718,0.431894,0.087766,0.171429,0.15291
279,318,13,1,21,0.01831,0.069767,0.331782,0.169231,0.152827
280,549,11,1,11,0.015493,0.036545,0.347739,0.181818,0.152642
281,409,15,0,136,0.021127,0.451827,0.079787,0.16,0.15264
282,046,12,1,3,0.016901,0.009967,0.339761,0.216667,0.152325
283,996,12,1,3,0.016901,0.009967,0.339761,0.216667,0.152325
284,357,12,1,8,0.016901,0.026578,0.339761,0.2,0.152314
285,958,12,1,8,0.016901,0.026578,0.339761,0.2,0.152314
286,840,13,1,20,0.01831,0.066445,0.331782,0.169231,0.152163
287,312,11,0,111,0.015493,0.368771,0.111702,0.2,0.151913
288,141,10,0,108,0.014085,0.358804,0.119681,0.2,0.15189
289,983,10,0,108,0.014085,0.358804,0.119681,0.2,0.15189
290,843,8,0,87,0.011268,0.289037,0.135638,0.25,0.151879
291,192,15,1,16,0.021127,0.053156,0.315824,0.2,0.151717
292,478,7,0,73,0.009859,0.242525,0.143617,0.285714,0.151691
293,084,13,1,10,0.01831,0.033223,0.331782,0.2,0.151672
294,860,12,1,7,0.016901,0.023256,0.339761,0.2,0.15165
295,295,12,1,17,0.016901,0.056478,0.339761,0.166667,0.151628
296,915,11,1,4,0.015493,0.013289,0.347739,0.2,0.151628
297,169,13,1,5,0.01831,0.016611,0.331782,0.215385,0.151427
298,960,13,1,5,0.01831,0.016611,0.331782,0.215385,0.151427
299,986,11,1,9,0.015493,0.0299,0.347739,0.181818,0.151313
300,106,11,0,110,0.015493,0.365449,0.111702,0.2,0.151248
